,track_name,artist,duration_ms,genres,tempo,loudness,energy,danceability,key,instrumentalness,valence,emotion
173,Wonderwall,Oasis,258906,"beatlesque, britpop, madchester, permanent wave, rock",174.584,-5.609,0.854,0.41,2,0.0,0.456,happy
174,Only Wanna Be With You,Hootie & The Blowfish,229586,"heartland rock, pop rock, post-grunge",103.272,-5.861,0.873,0.49,6,5.19e-06,0.513,happy
175,You Can Call Me Al,Paul Simon,280000,"classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock",128.433,-8.124,0.763,0.776,5,0.00647,0.82,happy
176,Kids In America,The Muffs,198400,"alternative pop, power-pop punk, riot grrrl",165.04,-6.692,0.827,0.35,1,0.000125,0.475,happy
177,Under the Bridge,Red Hot Chili Peppers,264306,"alternative rock, funk metal, funk rock, permanent wave, rock",84.581,-13.496,0.345,0.559,4,0.000105,0.458,happy
178,Breakfast At Tiffany's,Deep Blue Something,257373,pop rock,110.367,-5.548,0.829,0.622,2,0.0,0.539,happy
179,AOK,Tai Verdes,173640,"modern indie pop, singer-songwriter pop",82.488,-6.919,0.626,0.731,11,0.0,0.862,happy
180,Run-Around,Blues Traveler,279800,"heartland rock, jam band, pop rock, post-grunge",151.695,-7.307,0.867,0.629,7,0.0,0.876,happy
181,Big Yellow Taxi,Counting Crows,225573,"neo mellow, pop rock, post-grunge, rock",88.041,-4.341,0.866,0.678,1,0.0,0.842,happy
182,Ventura Highway,America,211386,"album rock, classic rock, folk rock, heartland rock, mellow gold, soft rock",130.771,-10.205,0.581,0.673,2,0.000206,0.818,happy
183,Wouldn't It Be Nice,The Beach Boys,153205,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, sunshine pop",124.511,-7.056,0.629,0.392,5,3.76e-06,0.72,happy
184,Life Is A Highway,Tom Cochrane,266080,"canadian singer-songwriter, classic canadian rock, mellow gold",103.051,-3.455,0.897,0.683,5,5.18e-06,0.752,happy
185,Shine,Collective Soul,306040,"alternative rock, grunge, nu metal, pop rock, post-grunge, rock",150.132,-8.797,0.423,0.543,6,0.0862,0.355,happy
186,Sweet Home Alabama,Lynyrd Skynyrd,283800,"album rock, classic rock, hard rock, rock, southern rock",97.798,-12.145,0.605,0.596,7,0.000331,0.886,happy
187,Bad Moon Rising,Creedence Clearwater Revival,141600,"classic rock, country rock, rock, southern rock, swamp rock",178.946,-5.973,0.774,0.508,2,4.87e-06,0.942,happy
188,Jane Says,Jane's Addiction,287000,"alternative metal, alternative rock, funk metal, funk rock, grunge, nu metal, permanent wave, rock",81.806,-9.258,0.597,0.402,2,2.09e-06,0.496,happy
189,Man in the Mirror,Michael Jackson,319306,"r&b, soul",100.338,-5.639,0.798,0.794,8,1.16e-05,0.265,happy
190,Skating Away (On the Thin Ice of the New Day),Jethro Tull,236293,"album rock, art rock, blues rock, classic rock, flute rock, folk rock, hard rock, progressive rock, psychedelic rock, rock, singer-songwriter, symphonic rock",83.673,-10.886,0.428,0.52,5,0.0,0.753,happy
191,Ten Thousand Words,The Avett Brothers,336000,"indie folk, new americana, north carolina indie, north carolina roots, progressive bluegrass, stomp and holler",154.14,-12.079,0.29,0.479,7,0.000331,0.374,happy
192,Good as Hell,Lizzo,159735,"escape room, minnesota hip hop, pop, trap queen",95.982,-3.18,0.919,0.682,0,0.0,0.535,happy
193,Get Down Tonight - 2004 Remaster,KC & The Sunshine Band,317160,"disco, mellow gold, new wave pop, soft rock, soul",112.629,-11.414,0.776,0.671,10,0.00649,0.92,happy
194,Gonna Fly Now,Bill Conti,170240,"classic soundtrack, theme",95.121,-12.71,0.538,0.415,9,0.767,0.449,happy
195,Out Loud (Live),DISPATCH,212160,"jam band, modern folk rock",80.953,-7.931,0.262,0.678,4,0.0,0.231,happy
196,I Just Want To Celebrate,Rare Earth,217560,"blues rock, classic rock, country rock, psychedelic rock, psychedelic soul, southern rock",175.448,-7.7,0.929,0.435,9,1.58e-06,0.65,happy
197,Friday I'm in Love,The Cure,214400,"new wave, permanent wave, rock, uk post-punk",136.203,-12.437,0.762,0.526,0,0.000116,0.505,happy
198,(Don't Fear) The Reaper,Blue Öyster Cult,308120,"album rock, classic rock, glam metal, hard rock, progressive rock, rock",141.466,-8.55,0.927,0.333,9,0.000208,0.385,happy
199,Like a Stone,Audioslave,293960,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",107.849,-5.477,0.568,0.614,7,0.0,0.516,happy
200,Hell N Back,Bakar,213573,uk alternative hip hop,210.164,-4.314,0.684,0.584,10,9.05e-05,0.72,happy
201,Go Your Own Way - 2004 Remaster,Fleetwood Mac,223613,"album rock, classic rock, rock, soft rock, yacht rock",135.448,-5.12,0.947,0.583,5,0.00109,0.803,happy
202,Don't Stop - 2004 Remaster,Fleetwood Mac,193346,"album rock, classic rock, rock, soft rock, yacht rock",118.745,-7.724,0.71,0.671,9,1.12e-05,0.834,happy
203,Lola - 2020 Stereo Remaster,The Kinks,241991,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",151.333,-4.602,0.894,0.456,9,0.485,0.926,happy
204,You Can't Always Get What You Want,The Rolling Stones,448720,"album rock, british invasion, classic rock, rock",86.327,-9.686,0.62,0.32,0,6.36e-05,0.472,happy
205,Werewolves of London,Warren Zevon,209466,"country rock, folk, folk rock, heartland rock, piano rock, roots rock, singer-songwriter",103.538,-8.72,0.62,0.75,7,0.0135,0.93,happy
206,It's Still Rock and Roll to Me,Billy Joel,176440,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",141.075,-7.599,0.684,0.752,0,0.0,0.539,happy
207,Born to Run,Bruce Springsteen,269920,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",146.347,-4.199,0.944,0.27,4,2.05e-05,0.606,happy
208,Kokomo,The Beach Boys,217692,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, sunshine pop",115.584,-10.05,0.635,0.682,0,0.0,0.927,happy
209,Hard Sun,Eddie Vedder,322080,"acoustic rock, grunge, permanent wave",143.377,-6.531,0.827,0.438,8,0.000402,0.645,happy
210,Stand Up,The Revivalists,231053,modern alternative rock,188.153,-5.116,0.864,0.55,5,5.56e-05,0.551,happy
211,Astronauts,Quietkid,185196,,127.097,-5.4,0.89,0.706,6,0.000468,0.73,happy
212,Holiday Road,The Frank & Todd Show,155173,,199.75,-4.017,0.629,0.218,5,0.0,0.336,happy
213,Closer to Fine,Indigo Girls,241600,"ectofolk, folk, lilith, singer-songwriter, women's music",98.339,-6.349,0.677,0.54,9,0.0,0.748,happy
214,Everything's Alright,Yvonne Elliman,314737,,133.055,-8.263,0.58,0.41,4,0.0,0.548,happy
215,The Joker,Steve Miller Band,264503,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",83.293,-9.616,0.448,0.596,5,5.3e-06,0.796,happy
216,Baba O'Riley,The Who,300400,"album rock, british invasion, classic rock, hard rock, rock",117.292,-8.367,0.724,0.489,5,0.185,0.15,happy
217,Listen to the Music,The Doobie Brothers,227266,"album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",105.929,-13.18,0.598,0.645,1,3.53e-06,0.913,happy
218,"If I Had $1,000,000",Barenaked Ladies,266733,"canadian pop, canadian rock, pop rock, post-grunge",80.161,-14.016,0.433,0.644,9,0.0,0.761,happy
219,Something Beautiful,NEEDTOBREATHE,220613,"ccm, christian alternative rock, christian indie, christian music, folk-pop",95.98,-5.036,0.817,0.527,1,2.04e-05,0.516,happy
220,The Boys Are Back In Town,Thin Lizzy,266720,"album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock",80.823,-9.803,0.706,0.445,8,0.000252,0.768,happy
221,Dead Man's Party,Oingo Boingo,381626,"dance rock, new romantic, new wave, zolo",161.261,-10.984,0.863,0.568,1,0.000137,0.923,happy
222,Low Rider,War,191560,"classic soul, funk, motown, p funk, soul",139.787,-10.989,0.647,0.811,0,0.681,0.99,happy
223,"Long Black Veil - Live at Continental Airlines Arena, East Rutherford, NJ - September 1999",Dave Matthews Band,524493,"jam band, neo mellow, pop rock",90.421,-9.746,0.535,0.5,0,0.0568,0.0597,happy
224,Fireball (feat. John Ryan),Pitbull,235012,"dance pop, miami hip hop, pop",122.951,-5.393,0.937,0.69,10,0.000104,0.794,happy
